id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
1866,Running Shoes Walking Shoes For Men  (Black),3.8,Men,Flipkart,294,999,70.57%,24462,2786,12029,3827,3096,1795,3715,1
20422,Stylish Slipper For Men Slippers,3.8,Men,Flipkart,331,999,66.87%,1774,231,835,342,252,127,218,0
792,2007-35-BLACK Slip On For Women  (Black),3.6,Women,Flipkart,1201,1760,30.02%,18,4,9,4,3,3,4,0
9703,Flip Flops,3.7,Men,Flipkart,353,1299,72.83%,47,4,21,6,11,4,5,1
5867,MEN/BOY fashion outdoor canvas casual light weight lace-up sneakers sneakers for men (yellow) Sneakers For Men  (Yellow),4,Men,Flipkart,398,999,60.16%,3102,455,1762,506,333,152,349,1
17605,Derby For Men  (Black),4.4,Men,Flipkart,1941,2999,35.28%,21,4,12,8,0,0,1,1
10287,"New Fashionable Waterproof Casual Shoes,Walking Shoes,Rubber Shoes,Lightweight Shoes Casuals For Women  (Pink)",4,Women,Flipkart,399,799,50.06%,1176,215,607,254,152,55,106,1
163,Walking Shoes For Men  (Grey),3.8,Men,Flipkart,328,1049,61.66%,1243,176,260,73,45,43,190,0
6251,Slippers,3.7,Women,Flipkart,299,599,50.08%,724,92,346,118,81,48,131,0
17981,LSN021 Comfortable Loafers For Women  (Tan),3.8,Women,Flipkart,549,999,45.05%,334,49,145,83,50,19,37,1
1770,Jutis For Women  (Red),4.2,Women,Flipkart,185,599,69.12%,103,14,65,16,9,2,11,0
2078,Party Wear For Men  (White),4,Men,Flipkart,316,999,68.37%,236,27,136,33,24,17,26,0
9511,Slippers,3.6,Men,Flipkart,399,1499,73.38%,239,27,103,34,38,26,38,1
11775,Women Orange Sports Sandal,3.5,Women,Flipkart,948,995,4.72%,,,,,,1,0,1
20021,GO WALK 5 - UPRISE Walking Shoes For Women  (Black),4.6,Women,Flipkart,4199,5999,30.01%,137,9,96,30,7,2,2,1
15988,"Rajasthani ethnic multicolor bellies, jutis, chappal for women & girl Bellies For Women  (Multicolor)",4.3,Women,Flipkart,232,499,53.51%,45,4,28,7,7,0,3,0
19183,Slip On Sneakers For Men  (Navy),4,Men,Flipkart,738,1899,61.14%,26879,3647,12809,7490,3271,1178,2131,1
11434,Women Blue Sports Sandal,4.6,Women,Flipkart,948,1020,7.06%,19,5,14,2,3,0,0,1
15780,Orange Punjabi jutti Women Jutis For Women  (Red),4,Women,Flipkart,426,999,57.36%,475,80,254,97,52,25,47,1
7337,FOREST-2 Running Shoes For Men  (Grey),4.1,Men,Flipkart,899,999,10.01%,2093,336,1137,496,234,78,148,1
17200,Women Grey Heels Sandal,3.9,Women,Flipkart,524,999,47.55%,4435,748,2181,912,569,249,524,1
16614,"Totu Womens Black and Red Casual Stylish Comfort ortho High Heel (Pack Of 1) Flip Flops , Size-5 Flip Flops",3.8,Women,Flipkart,199,499,60.12%,787,99,385,148,98,55,101,0
16365,Men Black Sandal,3.9,Men,Flipkart,369,999,63.06%,15178,1895,7530,2956,2043,947,1702,1
18449,"Jutis For Women  (White, Gold)",3.8,Women,Flipkart,361,798,54.76%,510,65,261,79,66,40,64,1
4408,"Men Black, Red Casual Sandal",4.3,,Flipkart,882,1049,15.92%,527,,,128,43,16,33,1
20335,Slippers,3.9,Women,Flipkart,249,499,50.10%,95,9,47,17,14,7,10,0
20973,Black Fur Bunny Sliders Slides,4,Women,Flipkart,299,499,40.08%,7383,911,3718,1542,1009,450,664,1
2145,Women Black Bellies Sandal,4.2,Women,Flipkart,499,999,50.05%,25,5,16,5,1,1,3,0
18244,Women Pink Flats Sandal,4,Women,Flipkart,254,999,74.57%,68,7,35,17,6,4,6,0
19009,Synthetic Leather Casual Partywear New Design Stylish Look Boots Shoes For Womens And Girls Boots For Women  (Beige),4.2,Women,Flipkart,467,999,53.25%,2233,395,1333,403,231,97,157,1
9293,Men Blue Sandal,4,Men,Flipkart,398,999,60.16%,14820,1944,7947,2968,1847,754,1304,0
953,Sneakers For Men  (Black),3.9,Men,Flipkart,479,1190,60.06%,10781,1646,758,2233,2596,369,1855,1
12027,Pink Bellies For Women  (Pink),4.2,Women,Flipkart,549,999,45.05%,291,54,163,66,35,12,14,1
45,Running Shoes For Men  (White),3.9,Men,Flipkart,368,1204,59.39%,771,120,440,137,61,75,170,0
11242,Jutis For Women  (Black),4.5,Women,Flipkart,549,1500,63.40%,19,5,13,4,0,2,0,1
4483,Women Casual Boots For Women  (White),4.2,Women,Flipkart,499,999,50.05%,6822,1208,3805,1530,750,254,483,0
10374,"Socks Stylish Cricket , Walking Shoes , Light Weight Sports Shoes Running Shoes For Men  (Blue)",3.9,Men,Flipkart,495,999,50.45%,26353,3360,13236,5105,3505,1690,2817,1
19175,"Combo Pack Perfect Stylish Girls High Ankle Boots Boots For Women Boots For Women  (Black, Pink)",4.1,Women,Flipkart,799,999,20.02%,48,12,26,7,8,2,4,1
11817,Women Black Heels Sandal,4,Women,Flipkart,449,699,35.77%,1839,287,967,351,245,98,177,0
16639,Synthetic Leather Casual Partywear New Design Stylish Look Boots Shoes For Womens And Girls Boots For Women  (Black),4.2,Women,Flipkart,467,999,53.25%,2233,395,1333,403,231,97,157,1
20908,"New Fashionable Waterproof Casual Shoes,Walking Shoes,Rubber Shoes,Lightweight Shoes Casuals For Women  (Pink)",4,Women,Flipkart,399,799,50.06%,1174,215,607,254,152,55,106,1
3617,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Pink),4,Women,Flipkart,299,649,53.93%,708,77,360,161,89,43,55,1
15698,Women's And Girls Synthetic Leather Casual Partywear Sneakers Shoes White Colour Casuals For Women  (White),4.1,,Flipkart,414,499,17.03%,,456,1759,,467,163,248,1
1013,Flip Flops,3.8,Men,Flipkart,210,599,64.94%,2878,330,1409,509,355,234,371,0
19208,Sturdy IDP Running Shoes For Men  (Black),4.2,Men,Flipkart,2149,4299,50.01%,1022,155,588,247,85,40,62,1
1466,Suede Leather Chelsea Boots For Men  (Tan),4.2,Men,Flipkart,1661,3499,52.53%,3503,480,2019,800,309,103,272,1
7125,Women Brown Flats Sandal,4.1,Women,Flipkart,389,999,61.06%,414,55,218,98,58,18,22,1
9414,"Sneakers For Women  (White, Pink)",4.4,Women,Flipkart,584,999,41.54%,15,4,10,2,2,1,0,1
18784,Boots For Women  (Black),4.1,,Flipkart,379,999,62.06%,,151,,,,42,88,0
15155,Women Multicolor Wedges Sandal,4.2,Women,Flipkart,1048,1895,44.70%,196,31,110,46,25,8,9,1
6985,"Womens Casual Snekaers Shoes Sneakers For Women  (Pink, Grey)",4,Women,Flipkart,599,999,40.04%,1146,168,580,262,164,53,88,1
9359,Boots For Women  (Brown),3.7,Women,Flipkart,479,1999,76.04%,235,40,123,26,25,21,40,0
9468,Sneakers For Men  (Red),4.1,Men,Flipkart,199,499,60.12%,137,14,93,8,10,11,15,0
7821,Combo Pack of 3 Casual Shoes Sneakers For Men  (Multicolor),4.1,Men,Flipkart,735,1499,50.97%,153,24,92,20,21,9,11,1
12358,Alley Walk Women's Fashion Comfortable Slip-on Chain Decorated Loafers Bellies Low Heels Almond Toe Casual Daily Mule Sandals,4.4,Women,Amazon,349,349,0.00%,33,19,4,0,10,19,67,0
10057,Black Mesh Perfect Stylish Girls Dancing/Sports/Sneakers For Women Running Shoes For Women  (Black),4.1,Women,Flipkart,570,999,42.94%,759,116,402,189,87,38,46,1
8556,WoudLand Exclusive Formal Shoe Derby For Men  (Brown),3.9,Men,Flipkart,499,999,50.05%,813,110,401,159,89,61,103,0
4973,DOCTOR EXTRA SOFT Flat Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Slippers,4.1,Women,Flipkart,360,599,39.90%,10443,1220,5357,2795,1224,460,612,1
2414,"Mesh ,Cricket , Badminton , Volly Ball , Sports Walking Shoes For Men  (Black)",3.4,Men,Flipkart,399,999,60.06%,285,30,122,39,33,25,66,0
2832,Casuals For Men  (Black),3.9,Men,Flipkart,349,999,65.07%,162,16,98,16,14,9,25,0
9642,Latest morpankh Design Rajasthani Belly Juti for Women and Girls Bellies For Women  (Black),4,,Flipkart,199,799,75.09%,,,,,20,14,19,0
18035,"Women Pink, Gold Wedges Sandal",4.1,Women,Flipkart,459,999,54.05%,48,7,23,17,3,2,3,0
6867,"Velvet With Mirror Work juti Jutis For Women  (Blue, Black)",3.9,Women,Flipkart,289,499,42.08%,242,32,136,22,31,15,37,0
7814,"SOCKS002-RED_BLK_WT Walking Shoes For Women  (Red, Black)",3.9,Women,Flipkart,499,999,50.05%,61,7,28,13,10,3,7,1
1310,"Sports (Walking & Gym Shoes) Running, Loafers, Sneakers Shoes for Men Pack of 2 Combo(O)-1633-1636 Running Shoes For Men  (Multicolor)",3.7,Men,Flipkart,498,998,50.10%,289,53,132,56,38,21,42,1
16806,Combo pack of 2 Girls Comfortable Casual Shoes and Sneakers Casuals For Women  (Multicolor),4.1,Women,Flipkart,674,1499,55.04%,7,1,6,2,2,0,0,1
2967,"Rocky Boots For Men Boots For Men  (Tan, Beige)",4.2,Men,Flipkart,621,1299,52.19%,521,105,313,97,49,18,44,1
13348,Casuals For Men  (Black),4.1,Men,Flipkart,426,999,57.36%,4670,657,2510,1083,544,200,333,1
5073,Women Pink Heels Sandal,4.1,,Flipkart,596,999,40.34%,620,,,,74,26,42,1
656,Women Black Heels Sandal,4.2,Women,Flipkart,483,1037,60.06%,691,115,495,185,43,40,38,1
19823,Jutis For Women  (Gold),3.9,Women,Flipkart,179,499,64.13%,869,105,466,146,100,54,105,0
10845,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,,,201,,51,11,26,1
13615,Men Green Casual Sandal,3.7,Men,Flipkart,599,999,40.04%,690,100,282,157,108,60,83,1
8390,Men Khaki Sports Sandal,4.1,Men,Flipkart,1907,3295,42.12%,875,130,445,237,85,29,79,1
7348,Men Green Sports Sandal,3.9,Men,Flipkart,559,799,30.04%,272,33,137,57,27,15,36,0
18868,Women's Black Elegant Fashionable Platform Formal Bellies Shoes Corporate Casuals For Women  (Black),4,Women,Flipkart,404,499,19.04%,88,13,40,26,12,5,5,0
19404,"Bxxy Men's Faux Leather Jutti's, Nagra's and Mojari's Jutis For Men  (Black)",3.9,Men,Flipkart,381,999,61.86%,,,,40,32,18,25,1
20010,Women Black Heels Sandal,3.9,Women,Flipkart,321,999,67.87%,518,52,259,107,66,38,55,0
15870,"Women Brown, Beige Wedges Sandal",3.6,Women,Flipkart,378,599,36.89%,60,8,21,14,12,2,11,0
15542,Women Brown Wedges Sandal,4.1,Women,Flipkart,243,269,9.67%,753,126,374,205,90,42,38,1
6035,Men Black Sports Sandal,4.3,Men,Flipkart,1499,2499,40.02%,94,11,55,25,8,2,4,1
7076,ATLANTA NEO Sneakers For Men (Grey)9 Casuals For Men  (Grey),3.8,Men,Flipkart,568,1999,71.59%,2274,347,1049,518,283,142,282,1
2730,Black Ethnic shoes Jutis For Men  (Black),4.3,Men,Flipkart,499,1899,73.72%,3,0,1,2,0,0,0,0
1159,Women Beige Bellies Sandal,3.9,Women,Flipkart,299,599,50.08%,223,43,110,45,27,18,22,0
16103,GO STEP LITE - SWERVE Walking Shoes For Women  (Burgundy),4,Women,Flipkart,2100,5999,64.99%,20,2,12,3,1,1,3,1
8746,Men Navy Sandal,4,,Flipkart,474,999,52.55%,45375,,,,6121,2385,3738,0
3097,Jutis For Men  (Beige),3.5,,Flipkart,448,599,25.21%,,,,,3,1,0,0
19953,"Totu Womens Black and Red Casual Stylish Comfort ortho High Heel (Pack Of 1) Flip Flops , Size-5 Flip Flops",3.8,Women,Flipkart,199,499,60.12%,787,99,385,148,98,55,101,0
4436,Synthetic Leather Casual Partywear Boots Shoes For Women And Girls Boots For Women  (Pink),4.5,Women,Flipkart,485,999,51.45%,61,11,43,9,5,2,2,1
10486,Women Brown Wedges Sandal,4.1,Women,Flipkart,1743,2490,30.00%,14,0,8,3,1,1,1,0
8112,"Pack of 2 Casual Shoes Boots For Women  (Black, White)",3.9,Women,Flipkart,797,1999,60.13%,14,1,8,1,4,1,1,0
2764,Women White Bellies Sandal,3.9,Women,Flipkart,382,699,45.35%,270,36,124,60,43,22,21,1
539,Wedges For Women  (Tan),4,Women,Flipkart,309,926,70.17%,10,2,5,2,1,2,5,0
8704,Women Gold Heels Sandal,4,Women,Flipkart,699,1299,46.19%,62,7,34,12,7,1,8,1
14736,Mojaris For Men  (Brown),4.5,Men,Flipkart,689,2295,69.98%,15,2,10,4,0,0,1,0
1099,"DOCTOR EXTRA SOFT Ortho Care Diabetic Orthopaedic Comfort Dr Slippers, Sliders and Flipflops For Men's and Boy's Slides",4,Men,Flipkart,499,799,37.55%,3046,425,0,0,0,0,0,1
16501,"Women Beige, Gold Heels Sandal",4.1,Women,Flipkart,602,699,13.88%,203,28,106,54,20,11,13,1
5776,Boots For Women  (Red),3.8,Women,Flipkart,477,1999,76.14%,142,24,69,28,11,10,24,0
18512,Women Red Heels Sandal,4.3,Women,Flipkart,399,1549,74.24%,178,36,105,40,19,2,7,0
5066,Men Black Sports Sandal,4,Men,Flipkart,1374,2499,45.02%,21,1,9,6,4,1,1,1
7916,Shree Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Shoe Jutis For Women Casuals For Women  (Multicolor),3.7,Women,Flipkart,299,499,40.08%,20,0,11,1,2,2,4,0
9034,Boots For Women  (Blue),4.3,Women,Flipkart,449,999,55.06%,752,123,489,121,58,29,52,1
15876,Women Beige Flats Sandal,4,Women,Flipkart,914,1699,46.20%,57,6,30,12,4,5,6,1
12712,"Multi purpose Red Marathon Walking Shoes For Men  (Red, White)",4,Men,Flipkart,599,649,7.70%,6349,798,3518,1038,693,355,745,1
5263,Loafers For Men  (Brown),3.8,Men,Flipkart,403,999,59.66%,204,23,106,28,22,18,30,1
13903,Leather Design Stylish Look Boots Shoes Boots For Women  (White),4.2,Women,Flipkart,398,1399,71.55%,14908,2466,8671,3132,1586,575,944,1
19381,Men Black Sandal,3.9,Men,Flipkart,344,999,65.57%,15026,1924,7484,2977,2059,969,1537,1
15435,White Sneaker For Men's/Boy's Sneakers For Men  (White),3.9,Men,Flipkart,349,999,65.07%,56100,7367,29177,10002,6938,3382,6601,1
16579,High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,599,999,40.04%,3,0,2,1,0,0,0,1
2009,Women Beige Heels Sandal,4,Women,Flipkart,450,499,9.82%,293,50,145,71,37,15,25,0
13120,"Nova Wn's Sneakers For Women  (White, Black)",4.1,Women,Flipkart,3259,6999,53.44%,123,12,64,33,9,4,10,1
18780,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,899,999,10.01%,1944,345,1198,528,121,38,59,1
16692,Sparx Men Blue Flip Flops Slippers SFU 204 Slippers,4.1,Men,Flipkart,259,284,8.80%,1626,177,873,345,186,73,149,1
1331,Flip Flops,4.1,Women,Flipkart,249,399,37.59%,33,6,17,9,2,4,1,0
992,Women Black Flats Sandal,3.9,Women,Flipkart,462,738,44.49%,4632,550,2255,1432,1047,104,542,1
6683,Leather Design Stylish Look Boots Shoes Boots For Women  (White),4.2,Women,Flipkart,398,1399,71.55%,14908,2466,8671,3132,1586,575,944,1
2638,Puma Smash v2 L Perf Puma White-Puma Whi Sneakers For Men  (White),4.3,Men,Flipkart,2399,3999,40.01%,1302,172,824,282,73,30,93,1
13195,ARCADEIS WS Running Shoes For Women  (Grey),3.9,Women,Flipkart,1764,4299,58.97%,27,3,13,7,2,1,4,1
4813,Men's Lace up Walking Shoes Running Shoes Lightweight Breathable Mesh Fashion Sneakers / Designer party Wear For Men (black new look wise ) For Men (black) Running Shoes For Men  (Black),3.7,Men,Flipkart,399,999,60.06%,782,91,379,97,104,62,140,0
3675,Shahi Jalsa Jutis For Men  (Tan),2.9,Men,Flipkart,499,1999,75.04%,20,0,9,0,0,2,9,0
19666,Women Black Heels Sandal,4.1,Women,Flipkart,460,499,7.82%,,,253,,55,13,49,0
3900,Fashionable sneaker shoes for men Sneakers For Men  (White),3.8,Men,Flipkart,387,2999,87.10%,211,25,109,36,19,16,31,1
15830,Sneakers For Women  (Multicolor),4.5,Women,Flipkart,525,998,47.39%,10,,,5,,0,0,1
19471,Women Grey Flats Sandal,4.2,Women,Flipkart,304,799,61.95%,3731,521,1993,935,419,151,233,0
7637,Flip Flops,4,Men,Flipkart,399,999,60.06%,222,24,121,31,30,19,21,1
6648,"Sneakers For Men  (Red, White)",4.1,Men,Flipkart,474,999,52.55%,2968,370,1686,513,329,170,270,1
8837,Premium Series Mojaris For Men  (Brown),4,Men,Flipkart,699,1999,65.03%,108,16,54,23,16,5,10,0
3334,Running Shoes For Women  (Grey),4.3,Women,Flipkart,616,999,38.34%,22,2,12,6,1,1,1,0
10511,"Running Shoes For Men  (White, Blue)",4,Men,Flipkart,522,999,47.75%,,6453,,,6693,2823,4910,0
16915,"Men Brown, Olive Casual Sandal",4.2,Men,Flipkart,569,699,18.60%,16865,2400,9011,4413,1861,618,962,1
9048,Men's Lace up Walking Shoes Running Shoes Lightweight Breathable Mesh Fashion Sneakers / Designer party Wear For Men (white new look wise ) For Men (white) Training & Gym Shoes For Men (black) Running Shoes For Men  (Black),3.7,Men,Flipkart,359,999,64.06%,169,15,80,22,24,18,25,0
8104,Slides,4.3,Women,Flipkart,599,799,25.03%,70,17,48,9,5,3,5,1
10129,Casual juties Jutis For Men  (Black),3.5,Men,Flipkart,335,999,66.47%,43,4,17,9,2,8,7,0
1653,Mojaris For Men  (Black),3.9,Men,Flipkart,494,1099,55.05%,141,17,75,22,18,8,18,1
18608,Women Blue Wedges Sandal,4.2,Women,Flipkart,399,1099,63.69%,428,73,250,86,49,15,28,1
9411,Casuals For Women  (Silver),3.7,Women,Flipkart,199,499,60.12%,207,14,93,33,36,16,29,0
8040,Women Beige Wedges Sandal,4,Women,Flipkart,599,999,40.04%,391,68,212,73,45,16,45,1
20768,Jutis For Men  (Brown),4.4,Men,Flipkart,449,849,47.11%,14,2,10,2,1,0,1,0
3776,Classical Formal Full Black/Brown Strong Pure Leather Shoes For Mens/Boys Mojaris For Men  (Brown),3.7,Men,Flipkart,459,499,8.02%,78,4,40,12,5,6,15,0
1626,Men Brown Sandal,3.8,Men,Flipkart,699,2499,72.03%,54,5,21,15,9,4,5,0
4851,Designer Bellies Bellies For Women  (Off White),3.7,Women,Flipkart,299,599,50.08%,73,6,41,5,7,4,16,0
19389,Slippers,4.6,Women,Flipkart,1899,1999,5.00%,7,2,5,1,1,0,0,0
20866,Women Black Heels Sandal,3.8,Women,Flipkart,540,1249,56.77%,26,5,15,2,3,2,4,0
13749,Slides,3.3,Women,Flipkart,198,499,60.32%,172,27,62,29,24,17,40,0
19699,Men Synthetic Leather Chappal (Blue) Flip Flops,4,Men,Flipkart,359,900,60.11%,12296,1250,6847,1879,1389,748,1433,1
3590,Metal Knit IDP Wn s Running Shoes For Women  (Blue),4.3,Women,Flipkart,1150,3999,71.24%,90,17,48,29,8,3,3,1
9489,Sparx Men's Sc0620g Sneakers,3.7,Men,Amazon,989,1299,23.86%,76,31,12,7,16,26,39,1
13253,Women Blue Heels Sandal,4,Women,Flipkart,411,799,48.56%,6772,986,3532,1475,843,367,555,0
13418,Women Black Wedges Sandal,4.1,Women,Flipkart,549,699,21.46%,706,123,344,188,96,29,44,0
18673,Flip Flops,4.1,Women,Flipkart,299,599,50.08%,41,9,19,13,5,3,1,1
16114,Women Black Bellies Sandal,3.7,,Flipkart,499,999,50.05%,,0,,,2,0,0,0
18947,Slippers,3.8,Women,Flipkart,366,998,63.33%,80,7,35,18,11,6,10,1
10147,DOCTOR EXTRA SOFT Ortho-Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4.1,Women,Flipkart,360,599,39.90%,22388,2911,11326,6122,2742,917,1285,1
10398,Party Wear + Formal Shoes Slip On For Men  (Black),3.9,Men,Flipkart,370,999,62.96%,188,17,100,34,19,12,23,0
9688,Lace Up For Men  (Brown),3.9,Men,Flipkart,2098,3299,36.41%,7,1,5,0,0,0,2,1
16297,Flip Flops,4.2,Women,Flipkart,299,699,57.22%,15,5,8,4,2,0,1,1
5623,Women Tan Wedges Sandal,4,Women,Flipkart,549,999,45.05%,158,27,84,33,15,7,19,0
6255,S-1O1 Lace Up For Men  (Brown),4,Men,Flipkart,455,999,54.45%,87,15,44,20,8,5,10,0
5089,Shearling Pull On Boots For Women  (Tan),4.1,Women,Flipkart,499,999,50.05%,978,181,535,230,97,37,78,1
17718,Combo Pack of 2 Sports Running LightWeight Winter Shoes Sneakers For Men  (Multicolor),4,Men,Flipkart,473,2499,81.07%,122,14,64,25,13,9,11,1
3256,Line Shade Bellies Bellies For Women  (Pink),3.3,Women,Flipkart,299,799,62.58%,40,9,12,11,4,5,8,1
14530,Men Blue Casual Sandal,4.2,Men,Flipkart,1047,2899,63.88%,2590,309,1291,796,269,93,141,1
3113,0160 Slip On For Men  (Black),3.8,Men,Flipkart,299,999,70.07%,275,51,127,55,38,25,30,0
19761,adilette CF+ logo Flip Flops,4.2,Men,Flipkart,1979,3599,45.01%,98,10,61,17,7,4,9,1
14305,Men's Smiley Flip Flop Slides,4.1,Men,Flipkart,333,849,60.78%,6225,740,3498,1225,656,301,545,0
14015,Women Blue Flats Sandal,4.6,Women,Flipkart,1048,1990,47.34%,36,7,26,6,2,2,0,1
8405,Women Beige Wedges Sandal,4.1,Women,Flipkart,389,999,61.06%,415,55,218,98,58,18,23,1
5187,"Jutis For Women  (Black, Gold)",3.8,Women,Flipkart,179,599,70.12%,52,4,32,2,7,5,8,0
11604,Flip Flops,3.4,Men,Flipkart,244,799,69.46%,280,36,121,34,37,21,67,0
15508,Men Black Sandal,4,Men,Flipkart,538,1499,64.11%,297,51,147,65,41,19,25,1
12041,Slides,3.6,Women,Flipkart,237,599,60.43%,17,3,7,2,4,2,2,0
9852,ZARMAN High Top Ankle Boots For Men||Rumba Dancing Shoes For Men|| ©Genuine Dancing Shoes For Men High Tops For Men  (White),3.8,Men,Flipkart,555,999,44.44%,87,7,42,13,15,3,14,0
7027,Men Green Sandal,4.2,Men,Flipkart,1346,1495,9.97%,654,85,367,171,53,23,40,0
313,Women Black Heels Sandal,4.3,Women,Flipkart,441,893,52.55%,375,56,315,109,34,23,12,1
14225,Loafers For Men  (Grey),3.8,Men,Flipkart,360,699,48.50%,248,35,117,46,32,16,37,0
14474,"Men Blue, Grey Casual Sandal",4.1,Men,Flipkart,699,875,20.11%,38299,5334,20908,9206,3907,1468,2810,1
12794,Sneakers For Men  (Blue),3.8,Men,Flipkart,404,999,59.56%,1947,266,929,367,271,135,245,1
3158,Walking Shoes For Women  (Navy),4.4,Women,Flipkart,988,3295,70.02%,376,51,240,92,19,4,21,1
7636,Sneakers For Women  (White),4,Women,Flipkart,299,319,6.27%,2580,396,1329,559,355,120,209,1
4213,Slippers,3.8,Men,Flipkart,105,499,78.96%,160,15,86,16,16,16,26,0
12211,Women Red Heels Sandal,3.7,Women,Flipkart,564,699,19.31%,125,20,49,28,22,9,17,0
20792,Slippers,4.4,,Flipkart,599,1199,50.04%,,17,,,,3,2,1
17516,Men Red Sandal,3.5,Men,Flipkart,199,1299,84.68%,229,35,88,36,41,23,41,0
16604,Oleum GU IDP Slippers,4,Men,Flipkart,1047,1699,38.38%,949,70,501,201,96,38,113,1
7857,For Women  (Black),3.9,Women,Flipkart,499,1299,61.59%,54,3,26,13,4,4,7,0
3646,Procyon Slip-on IDP Slip On Sneakers For Women  (Black),4.2,Women,Flipkart,1880,3299,43.01%,615,77,326,167,56,24,42,1
11000,Slippers,4.3,,Flipkart,599,1199,50.04%,,,,,,3,5,1
3361,Boots For Women  (Black),3.8,Women,Flipkart,475,849,44.05%,693,97,352,108,77,42,114,0
17977,By Bata Lace Up For Men  (Brown),4.1,Men,Flipkart,3191,4499,29.07%,92,10,48,26,5,4,9,1
3600,CR2-GREY Walking Shoes For Men  (Grey),3.8,Men,Flipkart,275,999,72.47%,424,55,206,64,68,34,52,0
7182,Jutis For Women  (Yellow),4.5,Women,Flipkart,219,499,56.11%,11,2,8,1,1,1,0,0
8613,Black Ethnic shoes Jutis For Men  (Black),4.3,Men,Flipkart,499,1899,73.72%,3,0,1,2,0,0,0,0
12911,Enzo Beta Wn's Basketball Shoes For Women  (Brown),3.9,Women,Flipkart,1701,5499,69.07%,66,3,32,16,6,2,10,1
12663,Flip Flops,4.1,Men,Flipkart,199,499,60.12%,2858,325,1551,543,370,153,241,0
17724,Women Black Wedges Sandal,4,Women,Flipkart,499,999,50.05%,10,2,4,3,2,1,0,0
15190,By Bata Lace Up Shoes For Men  (Black),4.2,Men,Flipkart,2977,3299,9.76%,436,43,225,129,38,17,27,0
13454,Combo Pack of 2 Casual Loafer Sneakers Shoes Sneakers For Men  (Multicolor),4.1,Men,Flipkart,379,998,62.02%,10966,1234,6529,1564,1196,573,1104,1
3954,Running Shoes For Men  (Navy),4.2,Men,Flipkart,379,999,62.06%,13,2,8,3,0,0,2,1
1179,"Running Shoes For Men  (Navy, Yellow)",4.1,Men,Flipkart,474,599,20.87%,634,129,325,160,73,28,48,1
7126,Oxford For Women  (Black),5,Women,Flipkart,4499,8999,50.01%,1,1,1,0,0,0,0,0
10167,Slides,3.4,Men,Flipkart,299,499,40.08%,344,37,155,35,42,22,90,1
6686,"Men Red, Black Sports Sandal",4.2,Men,Flipkart,588,699,15.88%,44280,6231,23805,11464,4694,1610,2707,1
11650,Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Jutis For Women  (Pink),4,Women,Flipkart,199,599,66.78%,1355,160,707,279,164,80,124,0
16170,Men's Brown Jalsa Traditional Leather jutti Mojari Mojaris For Men  (Brown),3,Men,Flipkart,270,699,61.37%,6,1,2,0,1,2,1,0
14839,bold IDP Sneakers For Men  (White),4.3,Men,Flipkart,2279,3799,40.01%,68,9,44,11,5,3,5,1
7651,Jutis For Men  (Black),3.4,Men,Flipkart,799,999,20.02%,11,1,2,3,4,1,1,0
2703,Women Multicolor Sports Sandal,4.2,Women,Flipkart,599,699,14.31%,184,33,101,44,21,10,8,0
5249,Women Black Flats Sandal,4.2,Women,Flipkart,349,899,61.18%,162,26,87,38,18,7,9,1
9177,Women Pink Bellies Sandal,4.2,Women,Flipkart,233,799,70.84%,7576,1248,4314,1799,794,268,401,0
453,Women SL-123 Magenta Baby Pink Walking Shoes For Women  (Red),4.3,Women,Flipkart,815,991,7.01%,9003,1322,2175,3514,840,24,202,1
17280,Women Black Heels Sandal,3.8,Women,Flipkart,449,999,55.06%,959,133,426,216,148,64,109,1
1404,Boots for women /Boots for women and girls Boots For Women  (Blue),4.1,Women,Flipkart,549,1200,54.25%,13,3,7,2,2,2,0,0
20683,Flip Flops,3.8,Men,Flipkart,525,1497,64.93%,362,52,179,44,63,22,54,1
11572,Bellies For Women  (Copper),3.9,Women,Flipkart,298,999,70.17%,,,,,,251,338,1
5864,Slippers,4,Women,Flipkart,599,1699,64.74%,1022,162,500,246,140,40,96,1
13377,Slip On For Men  (Black),4.4,Men,Flipkart,538,1499,64.11%,64,15,37,19,5,3,0,1
2361,Women Black Heels Sandal,4.3,Women,Flipkart,499,999,50.05%,35,5,19,10,5,1,0,0
4010,Slides,4,Men,Flipkart,242,999,75.78%,654,70,375,86,67,47,79,0
19554,Combo Pack Of 5 Casual Shoes Canvas Shoes For Men  (Multicolor),4.1,Men,Flipkart,759,3999,81.02%,16761,2129,9342,3194,2027,836,1362,1
540,Blue & Red Color Women's Flip Flop's (Pack of 2) Slippers,3.9,Men,Flipkart,216,827,72.04%,44,3,22,5,6,4,5,0
